Region,Date,Confirmed,Recovered/Migrated,Deceased
Karnataka,20200403,124.0,10.0,3.0
Kerala,20200403,286.0,27.0,2.0
Ladakh,20200403,14.0,3.0,0.0
Madhya Pradesh,20200403,99.0,0.0,6.0
Maharashtra,20200403,335.0,42.0,16.0
Manipur,20200403,2.0,0.0,0.0
Mizoram,20200403,1.0,0.0,0.0
Odisha,20200403,5.0,0.0,0.0
Puducherry,20200403,3.0,1.0,0.0
Punjab,20200403,46.0,1.0,4.0
Rajasthan,20200403,133.0,3.0,0.0
Tamil Nadu,20200403,309.0,6.0,1.0
Telangana,20200403,107.0,1.0,3.0
Uttarakhand,20200403,10.0,2.0,0.0
Uttar Pradesh,20200403,113.0,14.0,2.0
West Bengal,20200403,53.0,3.0,3.0
National Total,20200403,2283.0,157.0,56.0
Andhra Pradesh,20200404,161.0,1.0,1.0
Andaman and Nicobar Islands,20200404,10.0,0.0,0.0
Arunachal Pradesh,20200404,1.0,0.0,0.0
Assam,20200404,24.0,0.0,0.0
Bihar,20200404,29.0,0.0,1.0
Chandigarh,20200404,18.0,0.0,0.0
Chhattisgarh,20200404,9.0,3.0,0.0
Delhi,20200404,386.0,8.0,6.0
Goa,20200404,6.0,0.0,0.0
Gujarat,20200404,95.0,10.0,9.0
Haryana,20200404,49.0,24.0,0.0
Himachal Pradesh,20200404,6.0,1.0,1.0
Jammu and Kashmir,20200404,75.0,3.0,2.0
Jharkhand,20200404,2.0,0.0,0.0
Karnataka,20200404,128.0,12.0,3.0
Kerala,20200404,295.0,41.0,2.0
Ladakh,20200404,14.0,3.0,0.0
Madhya Pradesh,20200404,104.0,0.0,6.0
Maharashtra,20200404,423.0,42.0,19.0
Manipur,20200404,2.0,0.0,0.0
Mizoram,20200404,1.0,0.0,0.0
Odisha,20200404,5.0,0.0,0.0
Puducherry,20200404,5.0,1.0,0.0
Punjab,20200404,53.0,1.0,5.0
Rajasthan,20200404,179.0,3.0,0.0
Tamil Nadu,20200404,411.0,6.0,1.0
Telangana,20200404,158.0,1.0,7.0
Uttarakhand,20200404,16.0,2.0,0.0
Uttar Pradesh,20200404,174.0,19.0,2.0
West Bengal,20200404,63.0,3.0,3.0
National Total,20200404,2902.0,184.0,68.0
Andhra Pradesh,20200405,190.0,1.0,1.0
Andaman and Nicobar Islands,20200405,10.0,0.0,0.0
Arunachal Pradesh,20200405,1.0,0.0,0.0
Assam,20200405,26.0,0.0,0.0
Bihar,20200405,30.0,0.0,1.0
Chandigarh,20200405,18.0,0.0,0.0
Chhattisgarh,20200405,9.0,3.0,0.0
Delhi,20200405,503.0,18.0,7.0
Goa,20200405,7.0,0.0,0.0
Gujarat,20200405,122.0,18.0,11.0
Haryana,20200405,59.0,25.0,1.0
Himachal Pradesh,20200405,6.0,1.0,1.0
Jammu and Kashmir,20200405,106.0,4.0,2.0
Jharkhand,20200405,3.0,0.0,0.0
Karnataka,20200405,144.0,12.0,4.0
Kerala,20200405,306.0,49.0,2.0
Ladakh,20200405,14.0,10.0,0.0
Madhya Pradesh,20200405,165.0,0.0,9.0
Maharashtra,20200405,490.0,42.0,24.0
Manipur,20200405,2.0,0.0,0.0
Mizoram,20200405,1.0,0.0,0.0
Odisha,20200405,20.0,0.0,0.0
Puducherry,20200405,5.0,1.0,0.0
Punjab,20200405,57.0,1.0,5.0
Rajasthan,20200405,200.0,21.0,0.0
Tamil Nadu,20200405,485.0,6.0,3.0
Telangana,20200405,269.0,32.0,7.0
Uttarakhand,20200405,22.0,2.0,0.0
Uttar Pradesh,20200405,227.0,19.0,2.0
West Bengal,20200405,80.0,10.0,3.0
National Total,20200405,3577.0,275.0,83.0
